Negative,conservative,@claudiaRtist,#thanksgiving #covid19fear #endthelockdown #democratsaredestroyingamerica
Neutral,conservative,@Eklektos44,"""What fraud? What errors? What mistakes. Nothing to see here, move a long. All hail President Dementia. Shut up and stay in your house conservatives!"" Here's the deal l. Fix the election, end the unconstitutional lock downs and Nanny State mandates! That or face an armed revolt. I don't give an crap which at this point, but the sheeple might!"
Negative,liberal,@anyaaa1312,The pro lifer argument for not wearing a mask is that they refuse to be told what to do by people who murder babies....well not wearing a mask murdered this woman's baby so now whats your argument for being murderous scumbags? #TrumpRally #trumptrain #maga #trump2020 #trump # covid #covidhoax #wearamask #nomasks #abortion #prolife #prochoice
Negative,liberal,@anyaaa1312,The pro lifer argument for not wearing a mask is that they refuse to be told what to do by people who murder babies....well not wearing a mask murdered this woman's baby so now whats your argument for being murderous scumbags? #TrumpRally #trumptrain #maga #trump2020 #trump # covid #covidhoax #wearamask #nomasks #abortion #prolife #prochoice
Positive,conservative,@Gary4trump,"PLANNED DEMIC!!  Wake up America you’ve been played! Big Pharma, demo fascist, MSM fake news beating the drums of fear! Why do you think Nancy Pelosi didn’t wear a mask at the hair studio? Why do you think Diane Feinstein was not wearing a mask at the airport or at the capital? Why do you think Governor Cuomo wasn’t wearing a mask? Why do you think Fredo from CNN didn’t have a mask on when he was getting his haircut? Why do you think Gavin Newsom was not wearing a mask at his private dinner party of 12 good friends closely together? Drop the Muzzle!"
Negative,conservative,@Beekeeper420,"I can only shop at two stores because I will not wear a mask. I am so afraid that they will refuse me soon as well. Please, everyone, we must stop complying with the lies.  If you are healthy take off the masks. Please."
Positive,conservative,@flowerchildokie1958,"It's obvious to those with Thinking Caps that this is an obvious mark of obedience to (what shall I call them?) those in charge. They've proven that current masks don't work (N95 works maybe) and the virus (though not as deadly as many other common diseases) is not airborne. Wear a masks to prove you believe ""Them""."
Positive,conservative,@Johncooke06,Karsten Hilse is a member of AfD and a German politician working in the Bundestag. He is also a former police officer. Here is a video of him being taken down by German police because he refused to wear a mask. German police didn’t accept his doctors note stating he doesn’t need to wear a mask.  @Simonlaur76   @TommyRobinson Cc
Positive,conservative,@Johncooke06,Karsten Hilse is a member of AfD and a German politician working in the Bundestag. He is also a former police officer. Here is a video of him being taken down by German police because he refused to wear a mask. German police didn’t accept his doctors note stating he doesn’t need to wear a mask.  @Simonlaur76   @TommyRobinson Cc
Positive,conservative,@DylanWheeler511,Many of the comments in my last post are by Trump supporters calling me a liar & saying Trump never said it was patriotic to wear a mask..... And when I try to send them this picture @Parler says that “spamming isn’t permitted.”  What the heck.
Positive,conservative,@JenniferLThomas21,"Any of my fellow Fishers, Indiana residents frustrated with the Fishers Health Department? They are now trying to mandate who I can have at my house, telling me to wear a mask in my own house, and ruining our kids education by promoting fear. Anyone else feel this way?"
Positive,conservative,@DioMetalHead,"Signet Jewelers, owners of Jared, Kay and Zales forced me onto medical leave because I cannot medically wear a mask, I have an exemption, they have not paid me for three full months!!! Boycott all Signet companies!!! They even refused my unemployment! They are a horrible politically correct company!"
Positive,conservative,@cystokyd,"more people are wearing masks and the virus is supposedly escalating, so what do these tyrannical Governors do issue more restrictive mask mandates. Im amazed at how easily people can be led. They truly are sheeple"
Positive,conservative,@abstracker,"Watch and echo!  This is what will be happening here as the government starts ordering the police to enforce mask mandates, and how many people can assemble. There are enough problems with defunding the police. We don't need this!"
Positive,conservative,@brittanywalker,"SEMINOLE COUNTY PARENTS: The #SeminoleCounty School Board meeting is TODAY! I’ll be arriving 30 minutes early (5:00PM) with nearly 2 dozen other parents to demand immediate rescission of mask mandates on our children. PLEASE join us if you’re local. 🙏🏼 The only way this stops, is if we SHOW UP & SPEAK UP!"
Positive,conservative,@buskirk,"The Biden-Harris Team is already talking about 4-6 weeks of new national lockdowns if they take office.  Remember when it was 2 weeks to slow the spread?  Remember when if you just wore a mask, we wouldn't have to lockdown? (We've had mask mandates for months) Remember when we just needed better treatments and a vaccine? (Regeneron is widely available & multiples vaccines will be available before inauguration day. China has a widely distributed vaccine already) But still...they want to lock you in your house, stop your life, keep you away from church and your loved ones.  No."
Positive,conservative,@buskirk,"The Biden-Harris Team is already talking about 4-6 weeks of new national lockdowns if they take office.  Remember when it was 2 weeks to slow the spread?  Remember when if you just wore a mask, we wouldn't have to lockdown? (We've had mask mandates for months) Remember when we just needed better treatments and a vaccine? (Regeneron is widely available & multiples vaccines will be available before inauguration day. China has a widely distributed vaccine already) But still...they want to lock you in your house, stop your life, keep you away from church and your loved ones.  No."
Positive,conservative,@CRHIrishguy,"Still waiting on evidence that masks work on stopping or slowing down the ""China Virus"". In the meantime keep your masks on, especially when driving. Don't ask questions! It's imperative that you believe everything the CDC, the WHO, Dr. Fauci, your Democrat Governor's & state Secretary of Health, CNN, & the newly transitioning fraudulent Biden administration tells you. It's important that you comply for everyone's health and well-being. Remember, if one mask can save just one life it's worth it! Don't be selfish!"
Positive,conservative,@DocZ1949,Why do we need lockdowns if face-masks work? Asking for a friend....
Positive,conservative,@Bnddriver,99.9% recover from Covid-19... it is like the flu.... it will never go away completely so you better get use to living with it. Also... if masks work why are people still getting it? Just live your life and take the precautions think you need but the rest of us don’t need to bullied by a government... it’s my life... not the governments.
